bedrooms,bathrooms,toilets,parking_space,title,town,state,price,title_Detached Duplex,title_Terraced Duplexes,title_Semi Detached Duplex,title_Detached Bungalow,title_Block of Flats,title_Semi Detached Bungalow,title_Terraced Bungalow,log_price
4.0,5.0,5.0,4.0,Detached Duplex,15,0,120000000.0,1,0,0,0,0,0,0,18.60300230074632
4.0,4.0,5.0,6.0,Detached Duplex,38,0,40000000.0,1,0,0,0,0,0,0,17.50439001207821
4.0,4.0,5.0,2.0,Semi Detached Duplex,15,0,75000000.0,0,0,1,0,0,0,0,18.132998671500584
5.0,5.0,6.0,1.0,Detached Duplex,15,0,450000000.0,1,0,0,0,0,0,0,19.92475814072864
4.0,5.0,5.0,4.0,Detached Duplex,15,0,65000000.0,1,0,0,0,0,0,0,17.98989782785991
2.0,2.0,3.0,6.0,Detached Bungalow,176,0,12000000.0,0,0,0,1,0,0,0,16.300417207752275
1.0,1.0,1.0,1.0,Detached Duplex,15,0,200000000.0,1,0,0,0,0,0,0,19.11382792451231
4.0,4.0,5.0,5.0,Detached Duplex,38,0,60000000.0,1,0,0,0,0,0,0,17.909855120186375
4.0,5.0,6.0,3.0,Semi Detached Duplex,15,0,65000000.0,0,0,1,0,0,0,0,17.98989782785991
4.0,4.0,5.0,4.0,Semi Detached Duplex,15,0,70000000.0,0,0,1,0,0,0,0,18.064005800013632
6.0,6.0,7.0,4.0,Detached Duplex,8,0,450000000.0,1,0,0,0,0,0,0,19.92475814072864
4.0,4.0,5.0,4.0,Terraced Duplexes,15,0,48000000.0,0,1,0,0,0,0,0,17.686711568872166
4.0,5.0,5.0,4.0,Detached Duplex,8,0,170000000.0,1,0,0,0,0,0,0,18.951308995014536
3.0,3.0,4.0,2.0,Block of Flats,18,0,350000000.0,0,0,0,0,1,0,0,19.67344371244773
5.0,5.0,6.0,5.0,Detached Duplex,15,0,85000000.0,1,0,0,0,0,0,0,18.258161814454592
3.0,3.0,4.0,4.0,Terraced Duplexes,15,0,34000000.0,0,1,0,0,0,0,0,17.341871082580436
4.0,5.0,5.0,2.0,Terraced Duplexes,8,0,130000000.0,0,1,0,0,0,0,0,18.683045008419857
4.0,4.0,5.0,3.0,Detached Duplex,38,0,60000000.0,1,0,0,0,0,0,0,17.909855120186375
5.0,5.0,5.0,4.0,Detached Duplex,15,0,270000000.0,1,0,0,0,0,0,0,19.41393251696265
5.0,6.0,5.0,4.0,Detached Duplex,15,0,250000000.0,1,0,0,0,0,0,0,19.33697147582652
4.0,4.0,5.0,5.0,Detached Duplex,15,0,180000000.0,1,0,0,0,0,0,0,19.008467408854486
4.0,4.0,5.0,2.0,Semi Detached Duplex,15,0,75000000.0,0,0,1,0,0,0,0,18.132998671500584
5.0,5.0,5.0,4.0,Detached Duplex,15,0,270000000.0,1,0,0,0,0,0,0,19.41393251696265
6.0,8.0,8.0,3.0,Detached Duplex,0,0,850000000.0,1,0,0,0,0,0,0,20.560746907448635
4.0,4.0,5.0,4.0,Detached Duplex,20,0,140000000.0,1,0,0,0,0,0,0,18.75715298057358
5.0,5.0,6.0,4.0,Detached Duplex,0,0,700000000.0,1,0,0,0,0,0,0,20.36659089300768
3.0,5.0,5.0,4.0,Terraced Duplexes,38,0,40000000.0,0,1,0,0,0,0,0,17.50439001207821
5.0,5.0,6.0,5.0,Detached Duplex,15,0,120000000.0,1,0,0,0,0,0,0,18.60300230074632
4.0,4.0,5.0,4.0,Terraced Duplexes,15,0,55000000.0,0,1,0,0,0,0,0,17.822843743196746
2.0,2.0,3.0,2.0,Block of Flats,15,0,30000000.0,0,0,0,0,1,0,0,17.216707939626428
2.0,2.0,3.0,4.0,Terraced Duplexes,15,0,53000000.0,0,1,0,0,0,0,0,17.785802471516394
5.0,6.0,6.0,4.0,Detached Duplex,15,0,270000000.0,1,0,0,0,0,0,0,19.41393251696265
3.0,3.0,4.0,4.0,Block of Flats,15,0,25500000.0,0,0,0,0,1,0,0,17.054189010128656
5.0,5.0,6.0,4.0,Detached Duplex,20,0,235000000.0,1,0,0,0,0,0,0,19.275096072108433
3.0,3.0,4.0,3.0,Terraced Duplexes,15,0,65000000.0,0,1,0,0,0,0,0,17.98989782785991
4.0,4.0,4.0,3.0,Terraced Duplexes,15,0,55000000.0,0,1,0,0,0,0,0,17.822843743196746
5.0,5.0,6.0,4.0,Detached Duplex,15,0,120000000.0,1,0,0,0,0,0,0,18.60300230074632
4.0,5.0,5.0,4.0,Semi Detached Duplex,15,0,69000000.0,0,0,1,0,0,0,0,18.049617062561534
5.0,5.0,6.0,4.0,Detached Duplex,15,0,105000000.0,1,0,0,0,0,0,0,18.469470908121796
4.0,4.0,5.0,3.0,Semi Detached Duplex,38,0,60000000.0,0,0,1,0,0,0,0,17.909855120186375
5.0,5.0,6.0,5.0,Detached Duplex,0,0,1100000000.0,1,0,0,0,0,0,0,20.818576016750736
5.0,5.0,6.0,4.0,Detached Duplex,15,0,105000000.0,1,0,0,0,0,0,0,18.469470908121796
4.0,5.0,5.0,4.0,Semi Detached Duplex,38,0,60000000.0,0,0,1,0,0,0,0,17.909855120186375
5.0,6.0,7.0,4.0,Detached Duplex,15,0,150000000.0,1,0,0,0,0,0,0,18.82614585206053
5.0,5.0,6.0,4.0,Detached Duplex,38,0,75000000.0,1,0,0,0,0,0,0,18.132998671500584
2.0,3.0,3.0,3.0,Semi Detached Bungalow,65,0,12000000.0,0,0,0,0,0,1,0,16.300417207752275
5.0,5.0,6.0,2.0,Detached Duplex,15,0,110000000.0,1,0,0,0,0,0,0,18.51599092375669
2.0,2.0,3.0,1.0,Semi Detached Bungalow,176,0,12000000.0,0,0,0,0,0,1,0,16.300417207752275
5.0,5.0,6.0,6.0,Detached Duplex,15,0,330000000.0,1,0,0,0,0,0,0,19.6146032124248
4.0,4.0,5.0,3.0,Semi Detached Duplex,38,0,45000000.0,0,0,1,0,0,0,0,17.622173047734595
4.0,4.0,4.0,5.0,Detached Duplex,38,0,50000000.0,1,0,0,0,0,0,0,17.72753356339242
5.0,5.0,6.0,4.0,Detached Duplex,15,0,135000000.0,1,0,0,0,0,0,0,18.720785336402702
4.0,2.0,2.0,4.0,Semi Detached Bungalow,47,0,40000000.0,0,0,0,0,0,1,0,17.50439001207821
5.0,5.0,6.0,4.0,Detached Duplex,15,0,280000000.0,1,0,0,0,0,0,0,19.450300161133523
5.0,5.0,5.0,4.0,Detached Duplex,15,0,150000000.0,1,0,0,0,0,0,0,18.82614585206053
4.0,5.0,5.0,4.0,Block of Flats,0,0,650000000.0,0,0,0,0,1,0,0,20.292482920853956
4.0,4.0,5.0,4.0,Detached Duplex,15,0,85000000.0,1,0,0,0,0,0,0,18.258161814454592
5.0,5.0,6.0,4.0,Detached Duplex,15,0,155000000.0,1,0,0,0,0,0,0,18.858935674883522
3.0,3.0,4.0,4.0,Detached Bungalow,2,0,12500000.0,0,0,0,1,0,0,0,16.34123920227253
4.0,4.0,5.0,4.0,Detached Duplex,102,0,60000000.0,1,0,0,0,0,0,0,17.909855120186375
4.0,4.0,5.0,4.0,Terraced Duplexes,15,0,105000000.0,0,1,0,0,0,0,0,18.469470908121796
5.0,5.0,6.0,4.0,Detached Duplex,15,0,100000000.0,1,0,0,0,0,0,0,18.420680743952367
2.0,5.0,5.0,4.0,Block of Flats,134,0,22500000.0,0,0,0,0,1,0,0,16.929025867174648
4.0,5.0,5.0,4.0,Detached Duplex,15,0,70000000.0,1,0,0,0,0,0,0,18.064005800013632
5.0,5.0,6.0,4.0,Detached Duplex,15,0,145000000.0,1,0,0,0,0,0,0,18.792244300384848
4.0,4.0,5.0,4.0,Semi Detached Duplex,15,0,61000000.0,0,0,1,0,0,0,0,17.926384422137584
5.0,5.0,6.0,4.0,Detached Duplex,15,0,110000000.0,1,0,0,0,0,0,0,18.51599092375669
5.0,6.0,6.0,4.0,Detached Duplex,15,0,260000000.0,1,0,0,0,0,0,0,19.3761921889798
4.0,4.0,5.0,4.0,Terraced Duplexes,38,0,29800000.0,0,1,0,0,0,0,0,17.210018951475632
4.0,5.0,6.0,4.0,Terraced Duplexes,15,0,145000000.0,0,1,0,0,0,0,0,18.792244300384848
4.0,4.0,5.0,5.0,Semi Detached Duplex,15,0,150000000.0,0,0,1,0,0,0,0,18.82614585206053
4.0,4.0,5.0,3.0,Detached Duplex,15,0,80000000.0,1,0,0,0,0,0,0,18.197537192638155
4.0,4.0,5.0,4.0,Detached Duplex,38,0,45000000.0,1,0,0,0,0,0,0,17.622173047734595
4.0,4.0,5.0,3.0,Semi Detached Duplex,15,0,75000000.0,0,0,1,0,0,0,0,18.132998671500584
4.0,4.0,5.0,3.0,Detached Duplex,18,0,60000000.0,1,0,0,0,0,0,0,17.909855120186375
3.0,5.0,5.0,4.0,Terraced Duplexes,38,0,42000000.0,0,1,0,0,0,0,0,17.553180176247643
3.0,3.0,4.0,3.0,Terraced Bungalow,15,0,36436500.0,0,0,0,0,0,0,1,17.411081577444527
3.0,5.0,5.0,4.0,Block of Flats,20,0,55000000.0,0,0,0,0,1,0,0,17.822843743196746
5.0,5.0,6.0,5.0,Detached Duplex,0,0,1100000000.0,1,0,0,0,0,0,0,20.818576016750736
5.0,6.0,6.0,4.0,Detached Duplex,15,0,260000000.0,1,0,0,0,0,0,0,19.3761921889798
4.0,5.0,5.0,6.0,Detached Duplex,15,0,70000000.0,1,0,0,0,0,0,0,18.064005800013632
5.0,5.0,6.0,4.0,Detached Duplex,15,0,90000000.0,1,0,0,0,0,0,0,18.31532022829454
5.0,6.0,7.0,5.0,Detached Duplex,15,0,470000000.0,1,0,0,0,0,0,0,19.96824325266838
4.0,4.0,5.0,4.0,Detached Duplex,43,0,40000000.0,1,0,0,0,0,0,0,17.50439001207821
5.0,5.0,6.0,4.0,Detached Duplex,38,0,90000000.0,1,0,0,0,0,0,0,18.31532022829454
5.0,5.0,6.0,1.0,Detached Duplex,15,0,200000000.0,1,0,0,0,0,0,0,19.11382792451231
4.0,5.0,5.0,4.0,Semi Detached Duplex,15,0,70000000.0,0,0,1,0,0,0,0,18.064005800013632
5.0,6.0,7.0,4.0,Detached Duplex,15,0,120000000.0,1,0,0,0,0,0,0,18.60300230074632
4.0,4.0,5.0,4.0,Detached Duplex,38,0,70000000.0,1,0,0,0,0,0,0,18.064005800013632
5.0,5.0,6.0,6.0,Detached Duplex,15,0,325000000.0,1,0,0,0,0,0,0,19.599335740294013
5.0,5.0,6.0,4.0,Detached Duplex,15,0,130000000.0,1,0,0,0,0,0,0,18.683045008419857
3.0,3.0,4.0,3.0,Semi Detached Duplex,38,0,50000000.0,0,0,1,0,0,0,0,17.72753356339242
4.0,5.0,5.0,4.0,Detached Duplex,38,0,65000000.0,1,0,0,0,0,0,0,17.98989782785991
6.0,6.0,7.0,5.0,Detached Duplex,28,0,140000000.0,1,0,0,0,0,0,0,18.75715298057358
5.0,5.0,6.0,5.0,Detached Duplex,15,0,80000000.0,1,0,0,0,0,0,0,18.197537192638155
4.0,4.0,5.0,4.0,Semi Detached Duplex,0,0,240000000.0,0,0,1,0,0,0,0,19.296149481306266
4.0,5.0,5.0,4.0,Detached Duplex,15,0,110000000.0,1,0,0,0,0,0,0,18.51599092375669
5.0,5.0,6.0,5.0,Detached Duplex,15,0,450000000.0,1,0,0,0,0,0,0,19.92475814072864
5.0,5.0,6.0,5.0,Detached Duplex,15,0,500000000.0,1,0,0,0,0,0,0,20.030118656386467
3.0,4.0,4.0,4.0,Terraced Duplexes,0,0,240000000.0,0,1,0,0,0,0,0,19.296149481306266
5.0,6.0,6.0,4.0,Detached Duplex,15,0,120000000.0,1,0,0,0,0,0,0,18.60300230074632
4.0,4.0,5.0,4.0,Terraced Duplexes,8,0,115000000.0,0,1,0,0,0,0,0,18.560442686327523
5.0,7.0,7.0,7.0,Detached Duplex,15,0,450000000.0,1,0,0,0,0,0,0,19.92475814072864
4.0,4.0,4.0,3.0,Terraced Duplexes,18,0,180000000.0,0,1,0,0,0,0,0,19.008467408854486
6.0,6.0,7.0,4.0,Detached Duplex,15,0,275000000.0,1,0,0,0,0,0,0,19.432281655630845
4.0,4.0,5.0,7.0,Detached Duplex,15,0,190000000.0,1,0,0,0,0,0,0,19.06253463012476
3.0,3.0,3.0,4.0,Detached Bungalow,125,0,24000000.0,0,0,0,1,0,0,0,16.99356438831222
4.0,4.0,5.0,4.0,Terraced Duplexes,20,0,75000000.0,0,1,0,0,0,0,0,18.132998671500584
5.0,5.0,6.0,1.0,Detached Duplex,15,0,250000000.0,1,0,0,0,0,0,0,19.33697147582652
6.0,6.0,7.0,6.0,Detached Duplex,0,0,1300000000.0,1,0,0,0,0,0,0,20.985630101413904
4.0,4.0,5.0,4.0,Semi Detached Duplex,38,0,48000000.0,0,0,1,0,0,0,0,17.686711568872166
3.0,3.0,4.0,2.0,Detached Bungalow,38,0,42000000.0,0,0,0,1,0,0,0,17.553180176247643
5.0,5.0,5.0,4.0,Detached Duplex,20,0,85000000.0,1,0,0,0,0,0,0,18.258161814454592
4.0,4.0,5.0,4.0,Detached Duplex,15,0,90000000.0,1,0,0,0,0,0,0,18.31532022829454
4.0,4.0,5.0,3.0,Semi Detached Duplex,15,0,65000000.0,0,0,1,0,0,0,0,17.98989782785991
3.0,2.0,2.0,2.0,Block of Flats,18,0,300000000.0,0,0,0,0,1,0,0,19.519293032620475
4.0,4.0,5.0,4.0,Terraced Duplexes,15,0,70000000.0,0,1,0,0,0,0,0,18.064005800013632
3.0,3.0,4.0,3.0,Semi Detached Duplex,20,0,85000000.0,0,0,1,0,0,0,0,18.258161814454592
4.0,4.0,5.0,4.0,Semi Detached Duplex,15,0,75000000.0,0,0,1,0,0,0,0,18.132998671500584
4.0,5.0,5.0,4.0,Semi Detached Duplex,15,0,80000000.0,0,0,1,0,0,0,0,18.197537192638155
5.0,5.0,6.0,5.0,Detached Duplex,15,0,160000000.0,1,0,0,0,0,0,0,18.890684373198102
3.0,4.0,5.0,6.0,Detached Bungalow,65,0,20000000.0,0,0,0,1,0,0,0,16.811242831518264
4.0,4.0,5.0,3.0,Detached Duplex,15,0,75000000.0,1,0,0,0,0,0,0,18.132998671500584
5.0,5.0,6.0,3.0,Terraced Duplexes,15,0,65000000.0,0,1,0,0,0,0,0,17.98989782785991
5.0,5.0,6.0,5.0,Detached Duplex,15,0,85000000.0,1,0,0,0,0,0,0,18.258161814454592
3.0,4.0,4.0,4.0,Terraced Duplexes,15,0,36000000.0,0,1,0,0,0,0,0,17.399029496420383
5.0,5.0,6.0,3.0,Detached Duplex,0,0,375000000.0,1,0,0,0,0,0,0,19.742436583934683
5.0,7.0,8.0,6.0,Detached Duplex,15,0,300000000.0,1,0,0,0,0,0,0,19.519293032620475
1.0,5.0,5.0,4.0,Detached Bungalow,112,0,30000000.0,0,0,0,1,0,0,0,17.216707939626428
3.0,3.0,4.0,4.0,Block of Flats,93,0,55000000.0,0,0,0,0,1,0,0,17.822843743196746
4.0,5.0,5.0,3.0,Terraced Duplexes,0,0,240000000.0,0,1,0,0,0,0,0,19.296149481306266
3.0,2.0,2.0,2.0,Detached Bungalow,102,0,8000000.0,0,0,0,1,0,0,0,15.89495209964411
3.0,5.0,3.0,4.0,Terraced Duplexes,15,0,32000000.0,0,1,0,0,0,0,0,17.281246460764002
3.0,3.0,4.0,4.0,Detached Bungalow,78,0,16000000.0,0,0,0,1,0,0,0,16.588099280204055
4.0,4.0,5.0,3.0,Terraced Duplexes,15,0,85000000.0,0,1,0,0,0,0,0,18.258161814454592
4.0,4.0,5.0,4.0,Terraced Duplexes,38,0,45000000.0,0,1,0,0,0,0,0,17.622173047734595
4.0,4.0,5.0,2.0,Semi Detached Duplex,15,0,60000000.0,0,0,1,0,0,0,0,17.909855120186375
5.0,5.0,6.0,4.0,Detached Duplex,0,0,600000000.0,1,0,0,0,0,0,0,20.21244021318042
3.0,3.0,4.0,4.0,Terraced Duplexes,38,0,34900000.0,0,1,0,0,0,0,0,17.367997387172654
5.0,4.0,5.0,3.0,Detached Duplex,38,0,68000000.0,1,0,0,0,0,0,0,18.03501826314038
2.0,5.0,5.0,4.0,Terraced Duplexes,38,0,35000000.0,0,1,0,0,0,0,0,17.37085861945369
5.0,5.0,6.0,4.0,Detached Duplex,15,0,1350000000.0,1,0,0,0,0,0,0,21.02337042939675
4.0,4.0,5.0,3.0,Terraced Duplexes,0,0,380000000.0,0,1,0,0,0,0,0,19.755681810684706
5.0,6.0,7.0,5.0,Detached Duplex,15,0,120000000.0,1,0,0,0,0,0,0,18.60300230074632
7.0,7.0,8.0,4.0,Detached Duplex,15,0,200000000.0,1,0,0,0,0,0,0,19.11382792451231
3.0,4.0,4.0,3.0,Detached Bungalow,15,0,33000000.0,0,0,0,1,0,0,0,17.312018119430753
8.0,8.0,8.0,4.0,Detached Duplex,15,0,45000000.0,1,0,0,0,0,0,0,17.622173047734595
5.0,5.0,6.0,5.0,Detached Duplex,0,0,1100000000.0,1,0,0,0,0,0,0,20.818576016750736
5.0,6.0,6.0,4.0,Detached Duplex,15,0,110000000.0,1,0,0,0,0,0,0,18.51599092375669
4.0,5.0,5.0,4.0,Detached Duplex,15,0,90000000.0,1,0,0,0,0,0,0,18.31532022829454
5.0,5.0,6.0,4.0,Detached Duplex,15,0,250000000.0,1,0,0,0,0,0,0,19.33697147582652
3.0,3.0,4.0,4.0,Detached Bungalow,38,0,45000000.0,0,0,0,1,0,0,0,17.622173047734595
4.0,4.0,5.0,3.0,Semi Detached Duplex,15,0,65000000.0,0,0,1,0,0,0,0,17.98989782785991
5.0,6.0,7.0,3.0,Detached Duplex,15,0,70000000.0,1,0,0,0,0,0,0,18.064005800013632
1.0,5.0,5.0,1.0,Block of Flats,134,0,20000000.0,0,0,0,0,1,0,0,16.811242831518264
4.0,5.0,5.0,4.0,Block of Flats,8,0,830000000.0,0,0,0,0,1,0,0,20.536936258754917
4.0,4.0,5.0,4.0,Terraced Duplexes,15,0,160000000.0,0,1,0,0,0,0,0,18.890684373198102
4.0,4.0,5.0,3.0,Terraced Duplexes,8,0,180000000.0,0,1,0,0,0,0,0,19.008467408854486
2.0,2.0,2.0,4.0,Detached Bungalow,90,0,10000000.0,0,0,0,1,0,0,0,16.11809565095832
4.0,4.0,5.0,5.0,Detached Duplex,38,0,65000000.0,1,0,0,0,0,0,0,17.98989782785991
4.0,5.0,5.0,4.0,Semi Detached Duplex,15,0,80000000.0,0,0,1,0,0,0,0,18.197537192638155
6.0,6.0,7.0,6.0,Detached Duplex,0,0,1300000000.0,1,0,0,0,0,0,0,20.985630101413904
5.0,5.0,5.0,4.0,Detached Duplex,15,0,450000000.0,1,0,0,0,0,0,0,19.92475814072864
4.0,4.0,5.0,2.0,Terraced Duplexes,15,0,55000000.0,0,1,0,0,0,0,0,17.822843743196746
4.0,4.0,5.0,4.0,Detached Duplex,15,0,74000000.0,1,0,0,0,0,0,0,18.119575651168443
4.0,5.0,5.0,4.0,Detached Duplex,38,0,75000000.0,1,0,0,0,0,0,0,18.132998671500584
4.0,5.0,5.0,4.0,Detached Duplex,78,0,85000000.0,1,0,0,0,0,0,0,18.258161814454592
4.0,4.0,4.0,3.0,Terraced Duplexes,18,0,180000000.0,0,1,0,0,0,0,0,19.008467408854486
4.0,4.0,5.0,2.0,Terraced Duplexes,15,0,120000000.0,0,1,0,0,0,0,0,18.60300230074632
5.0,5.0,6.0,5.0,Detached Duplex,15,0,125000000.0,1,0,0,0,0,0,0,18.643824295266576
4.0,4.0,4.0,4.0,Detached Duplex,15,0,65000000.0,1,0,0,0,0,0,0,17.98989782785991
4.0,5.0,5.0,4.0,Detached Duplex,15,0,75000000.0,1,0,0,0,0,0,0,18.132998671500584
5.0,7.0,7.0,8.0,Semi Detached Duplex,15,0,80000000.0,0,0,1,0,0,0,0,18.197537192638155
3.0,3.0,4.0,3.0,Terraced Duplexes,15,0,45000000.0,0,1,0,0,0,0,0,17.622173047734595
4.0,5.0,5.0,4.0,Detached Duplex,38,0,35000000.0,1,0,0,0,0,0,0,17.37085861945369
4.0,4.0,5.0,2.0,Terraced Duplexes,15,0,47000000.0,0,1,0,0,0,0,0,17.665658159674333
5.0,5.0,5.0,4.0,Detached Duplex,15,0,145000000.0,1,0,0,0,0,0,0,18.792244300384848
5.0,5.0,6.0,4.0,Detached Duplex,38,0,95000000.0,1,0,0,0,0,0,0,18.369387449564815
5.0,5.0,6.0,3.0,Semi Detached Duplex,15,0,160000000.0,0,0,1,0,0,0,0,18.890684373198102
5.0,5.0,6.0,5.0,Detached Duplex,15,0,150000000.0,1,0,0,0,0,0,0,18.82614585206053
4.0,4.0,5.0,2.0,Semi Detached Duplex,15,0,70000000.0,0,0,1,0,0,0,0,18.064005800013632
4.0,6.0,6.0,4.0,Semi Detached Duplex,0,0,240000000.0,0,0,1,0,0,0,0,19.296149481306266
4.0,5.0,5.0,4.0,Block of Flats,20,0,30000000.0,0,0,0,0,1,0,0,17.216707939626428
5.0,6.0,6.0,4.0,Detached Duplex,15,0,450000000.0,1,0,0,0,0,0,0,19.92475814072864
4.0,5.0,5.0,4.0,Terraced Duplexes,15,0,140000000.0,0,1,0,0,0,0,0,18.75715298057358
2.0,3.0,3.0,4.0,Block of Flats,15,0,65000000.0,0,0,0,0,1,0,0,17.98989782785991
6.0,6.0,7.0,6.0,Detached Duplex,18,0,450000000.0,1,0,0,0,0,0,0,19.92475814072864
5.0,5.0,7.0,6.0,Detached Duplex,0,0,1150000000.0,1,0,0,0,0,0,0,20.86302777932157
4.0,5.0,5.0,3.0,Detached Duplex,15,0,85000000.0,1,0,0,0,0,0,0,18.258161814454592
4.0,5.0,5.0,4.0,Detached Duplex,15,0,80000000.0,1,0,0,0,0,0,0,18.197537192638155
5.0,5.0,6.0,4.0,Detached Duplex,20,0,235000000.0,1,0,0,0,0,0,0,19.275096072108433
4.0,4.0,5.0,2.0,Detached Duplex,15,0,70000000.0,1,0,0,0,0,0,0,18.064005800013632
4.0,4.0,5.0,3.0,Semi Detached Duplex,15,0,82000000.0,0,0,1,0,0,0,0,18.222229805228526
4.0,5.0,5.0,4.0,Detached Bungalow,60,0,45000000.0,0,0,0,1,0,0,0,17.622173047734595
4.0,4.0,5.0,2.0,Terraced Duplexes,15,0,55000000.0,0,1,0,0,0,0,0,17.822843743196746
2.0,3.0,3.0,3.0,Block of Flats,15,0,50000000.0,0,0,0,0,1,0,0,17.72753356339242
5.0,5.0,6.0,8.0,Detached Duplex,15,0,150000000.0,1,0,0,0,0,0,0,18.82614585206053
5.0,5.0,6.0,5.0,Detached Duplex,18,0,130000000.0,1,0,0,0,0,0,0,18.683045008419857
5.0,5.0,5.0,4.0,Detached Duplex,15,0,190000000.0,1,0,0,0,0,0,0,19.06253463012476
4.0,4.0,5.0,4.0,Detached Duplex,15,0,125000000.0,1,0,0,0,0,0,0,18.643824295266576
5.0,5.0,6.0,4.0,Detached Duplex,15,0,90000000.0,1,0,0,0,0,0,0,18.31532022829454
5.0,5.0,6.0,5.0,Detached Duplex,15,0,350000000.0,1,0,0,0,0,0,0,19.67344371244773
5.0,5.0,6.0,6.0,Detached Duplex,0,0,850000000.0,1,0,0,0,0,0,0,20.560746907448635
4.0,4.0,5.0,1.0,Terraced Duplexes,33,0,75000000.0,0,1,0,0,0,0,0,18.132998671500584
5.0,5.0,5.0,4.0,Detached Duplex,18,0,250000000.0,1,0,0,0,0,0,0,19.33697147582652
5.0,5.0,5.0,4.0,Detached Duplex,0,0,400000000.0,1,0,0,0,0,0,0,19.806975105072254
3.0,3.0,3.0,4.0,Terraced Duplexes,15,0,31000000.0,0,1,0,0,0,0,0,17.24949776244942
4.0,5.0,5.0,4.0,Detached Duplex,15,0,125000000.0,1,0,0,0,0,0,0,18.643824295266576
5.0,5.0,6.0,4.0,Detached Duplex,15,0,100000000.0,1,0,0,0,0,0,0,18.420680743952367
5.0,5.0,6.0,3.0,Terraced Duplexes,0,0,185000000.0,0,1,0,0,0,0,0,19.0358663830426
5.0,5.0,6.0,4.0,Detached Duplex,0,0,550000000.0,1,0,0,0,0,0,0,20.125428836190792
5.0,6.0,6.0,4.0,Detached Duplex,15,0,150000000.0,1,0,0,0,0,0,0,18.82614585206053
4.0,4.0,5.0,2.0,Terraced Duplexes,15,0,160000000.0,0,1,0,0,0,0,0,18.890684373198102
4.0,4.0,5.0,2.0,Terraced Duplexes,15,0,90000000.0,0,1,0,0,0,0,0,18.31532022829454
5.0,5.0,5.0,4.0,Detached Duplex,18,0,165000000.0,1,0,0,0,0,0,0,18.921456031864853
4.0,5.0,5.0,4.0,Terraced Duplexes,18,0,110000000.0,0,1,0,0,0,0,0,18.51599092375669
4.0,4.0,5.0,4.0,Semi Detached Duplex,15,0,70000000.0,0,0,1,0,0,0,0,18.064005800013632
4.0,4.0,5.0,8.0,Detached Duplex,15,0,65000000.0,1,0,0,0,0,0,0,17.98989782785991
4.0,4.0,5.0,4.0,Semi Detached Bungalow,15,0,38500000.0,0,0,0,0,0,1,0,17.466168799258014
4.0,4.0,5.0,2.0,Detached Duplex,38,0,75000000.0,1,0,0,0,0,0,0,18.132998671500584
5.0,5.0,6.0,4.0,Detached Duplex,0,0,650000000.0,1,0,0,0,0,0,0,20.292482920853956
4.0,4.0,5.0,5.0,Detached Duplex,15,0,100000000.0,1,0,0,0,0,0,0,18.420680743952367
5.0,5.0,6.0,2.0,Detached Duplex,15,0,115000000.0,1,0,0,0,0,0,0,18.560442686327523
5.0,5.0,6.0,4.0,Detached Duplex,15,0,190000000.0,1,0,0,0,0,0,0,19.06253463012476
4.0,5.0,5.0,4.0,Terraced Duplexes,15,0,75000000.0,0,1,0,0,0,0,0,18.132998671500584
4.0,4.0,5.0,5.0,Terraced Duplexes,38,0,32000000.0,0,1,0,0,0,0,0,17.281246460764002
5.0,5.0,6.0,8.0,Detached Bungalow,78,0,60000000.0,0,0,0,1,0,0,0,17.909855120186375
4.0,4.0,5.0,4.0,Semi Detached Duplex,0,0,450000000.0,0,0,1,0,0,0,0,19.92475814072864
5.0,5.0,6.0,5.0,Detached Duplex,18,0,125000000.0,1,0,0,0,0,0,0,18.643824295266576
5.0,6.0,7.0,6.0,Detached Duplex,15,0,110000000.0,1,0,0,0,0,0,0,18.51599092375669
5.0,5.0,5.0,8.0,Detached Duplex,54,0,52000000.0,1,0,0,0,0,0,0,17.7667542765457
3.0,5.0,5.0,4.0,Block of Flats,15,0,850000000.0,0,0,0,0,1,0,0,20.560746907448635
4.0,4.0,4.0,4.0,Semi Detached Duplex,20,0,75000000.0,0,0,1,0,0,0,0,18.132998671500584
3.0,5.0,4.0,4.0,Detached Duplex,18,0,130000000.0,1,0,0,0,0,0,0,18.683045008419857
1.0,4.0,4.0,4.0,Detached Duplex,48,0,50000000.0,1,0,0,0,0,0,0,17.72753356339242
3.0,3.0,4.0,2.0,Block of Flats,0,0,190000000.0,0,0,0,0,1,0,0,19.06253463012476
5.0,5.0,6.0,4.0,Detached Duplex,15,0,125000000.0,1,0,0,0,0,0,0,18.643824295266576
5.0,5.0,6.0,3.0,Detached Duplex,15,0,120000000.0,1,0,0,0,0,0,0,18.60300230074632
5.0,5.0,6.0,4.0,Detached Duplex,38,0,60000000.0,1,0,0,0,0,0,0,17.909855120186375
4.0,4.0,5.0,4.0,Detached Duplex,54,0,55000000.0,1,0,0,0,0,0,0,17.822843743196746
5.0,6.0,7.0,4.0,Detached Duplex,38,0,55000000.0,1,0,0,0,0,0,0,17.822843743196746
5.0,5.0,6.0,6.0,Detached Duplex,15,0,350000000.0,1,0,0,0,0,0,0,19.67344371244773
5.0,5.0,6.0,4.0,Detached Duplex,15,0,65000000.0,1,0,0,0,0,0,0,17.98989782785991
5.0,5.0,5.0,4.0,Detached Duplex,15,0,150000000.0,1,0,0,0,0,0,0,18.82614585206053
